name,description,image,tags,id,time
"

Insalata di pollo fritto",": Uova, crocchette di pollo, lattuga, formaggio, pomodoro, cetriolo, ranch dressing, salsa barbecue

Preparazione della ricetta:

1. Cuoci le uova in acqua bollente e mettili da parte a raffreddare

2. Prepara le crocchette di pollo secondo le indicazioni sulla confezione

3. Sgranare o preparare la lattuga come di consueto

4. Aggiungere formaggio, pomodoro e cetriolo alla lattuga

5. Tagliare le crocchette di pollo in pezzetti più piccoli e aggiungerle alla miscela

6. Sminuzzare le uova a dadini e aggiungerle alla miscela

7. Mescolare il ranch dressing con la salsa barbecue e versare la quantità desiderata sulla insalata

8. Se si preparano singole insalate, invece di mescolare tutto insieme, le crocchette di pollo finiranno per affondare in fondo

9. Aggiungere altri tipi di verdure, come desiderato, ma i miei figli non mangiano cipolle, peperoni, ecc, quindi io evito di aggiungerli",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-8DOIxihvHueLo2iQ1IQ7qcPT.png?st=2023-01-24T18%3A29%3A08Z&se=2023-01-24T20%3A29%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T19%3A21%3A54Z&ske=2023-01-25T19%3A21%3A54Z&sks=b&skv=2021-08-06&sig=3jiSoMtfn6isJl2t1k%2BBiJYpLbyweus/z8gxJm%2B03N0%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'meat', 'poultry', 'chicken', 'oven', 'low-sodium', 'low-calorie', 'salads']",3372,
"

Satay di pollo","



Ingredienti


- 4 spicchi d'aglio
- 1 cucchiaino di sale
- 1 cucchiaino di pepe
- 2 cucchiai di salsa di soia
- 2 cucchiai di melassa
- il succo di 1 lime
- 1 Kg di petto di pollo a cubetti
- 2 cucchiai d'olio
- Katjang Sauce

Procedimento


1. Mescolare gli spicchi d'aglio, il sale e il pepe in una ciotola e schiacciarli fino a ottenere una pasta.

2. Aggiungere la salsa di soia, la melassa e il succo di lime e amalgamare bene.

3. Aggiungere i cubetti di petto di pollo, mescolare e lasciar marinare così per 2 ore in frigo, ricordandosi di mescolare di tanto in tanto.

4. Prendere il pollo dalla marinata e infilzarlo a cubetti su piccoli spiedini, cercando di infilarlo bene serrato.

5. Spennellare in modo uniforme con l'olio.

6. Cuocere sulla griglia a carbone o sotto il grill della cucina per 5-10 minuti, ricordandosi di girare di tanto in tanto.

7. Servire subito, con il pollo ancora sugli spiedini, accompagnato dalla Katjang Sauce servita in una ciotola a parte.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-uhhkxJTOW3LIZEV24MF03G2T.png?st=2023-01-24T18%3A29%3A08Z&se=2023-01-24T20%3A29%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A32%3A49Z&ske=2023-01-25T15%3A32%3A49Z&sks=b&skv=2021-08-06&sig=98DfwlfJGOXOj3lKxx4RuXpHVONlCaV26jW68jL%2B19U%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'easy', 'meat', 'poultry', 'chicken', 'high-protein', 'high-in-something', '4-hours-or-less', 'occasion', 'oven', 'dinner-party', 'low-saturated-fat', 'cuisine', 'to-go', 'taste-mood', 'finger-food', 'presentation', 'spicy', 'weeknight', 'asian', 'winter', 'seasonal', 'potluck', 'summer', 'picnic', 'fall', 'spring', 'broil', 'indonesian']",6888,
"

Pollo alla pomodoro fresco"," necessari:

- 8 fette di petto di pollo
- 2 cucchiai di olio d'oliva
- 1 cucchiaio di aglio in polvere
- 2 cucchiaini di prezzemolo tritato
- 1 cucchiaio di paglia di curry
- 1 cucchiaio di timo secco
- 1 cucchiaio di origano secco
- 1/2 cucchiaino di sale
- 1/2 cucchiaino di pepe nero
- 25g di Parmigiano grattugiato

Istruzioni:

1. Preriscalda il forno a 180°C. 

2. Disponi le fette di petto di pollo in una pirofila non aderiscono le une alle altre. 

3. In una ciotola, mescola tutti gli altri ingredienti tranne il parmigiano. 

4. Ricopri le fette di pollo con il condimento preparato in precedenza.

5. Copri la pirofila con della carta stagnola e lascia riposare fino al momento di cuocerla in forno. 

6. Inforna per circa 45 minuti. 

7. Rimuovi la carta stagnola e cospargi il pollo con il parmigiano grattugiato. 

8. Con il formaggio ancora non gratinato, inforna per altri 15 minuti. 

9. Servi il petto di pollo su riso, pasta o anche su purea di patate.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-GoAiLQ4z5X6aJfS3uOLPrGyk.png?st=2023-01-24T18%3A29%3A09Z&se=2023-01-24T20%3A29%3A09Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A25%3A53Z&ske=2023-01-25T16%3A25%3A53Z&sks=b&skv=2021-08-06&sig=rggfhZjIMvY3GLoPXWGfHgTvmvXWRIKZH/GpDB8Zcp8%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'main-dish', 'meat', 'poultry', 'chicken', '4-hours-or-less', 'occasion', 'oven', 'low-sodium', 'cuisine', 'vegetables', 'low-calorie', 'holiday-event', 'taste-mood', 'comfort-food', 'valentines-day', 'one-dish-meal', 'tomatoes', 'winter', 'seasonal', 'summer', 'casseroles', 'australian', 'fall', 'spring', 'south-west-pacific']",3366,
"

Petti di pollo ripieni con formaggio erbetta e salsa di peperone rosso","

Ingredienti:

- Peperoni rossi
- Panna fresca
- Brodo di pollo
- Sale
- Pepe
- Cream cheese
- Tarragon
- Petto di pollo
- Sale e pepe
- Olio d'oliva
- Vino bianco

Preparazione:

1. Arrostire i peperoni rossi su una fiamma a gas o in un grigliatore finché non saranno scuriti su tutti i lati. Mettere i peperoni in un sacchetto di carta e farli riposare per 10 minuti.

2. Pelare e sbucciare i peperoni, quindi tritarli in un tritacarne fino a ottenere una purea.

3. Trasferire la purea in una pentola pesante, aggiungere la panna e il brodo di pollo. Far bollire finché non si ridurrà a una tazza, circa 4 minuti.

4. Preriscaldare il forno a 350 gradi.

5. Mescolare il cream cheese e la Tarragon in una ciotola fino ad ottenere un composto omogeneo. Regolare di sale e pepe a piacere.

6. Battere il petto di pollo tra due fogli di carta da forno fino ad ottenere uno spessore di circa 1/4 di pollice.

7. Spalmare un cucchiaio di composto su ogni petto di pollo, lasciando un margine di 1/2 di pollice su tutti i lati.

8. A partire da un lato corto arrotolare ogni petto di pollo su se stesso, chiudere la cucitura e le estremità con dei ferretti.

9. Spolverare il petto di pollo con sale e pepe e mettere da parte.

10. Scaldare l'olio d'oliva in una padella antiaderente e antiaderente grande, a fuoco medio.

11. Aggiungere il petto di pollo e farlo dorare su tutti i lati, per circa 4 minuti.

12. Versare il vino bianco intorno al petto di pollo.

13. Trasferire la padella in forno e far cuocere il petto di pollo fino a cottura, cioè per circa 10 minuti.

14. Trasferire il petto di pollo su un tagliere.

15. Rimuovere i ferretti e tagliare i petti di pollo a fette di circa 1 pollice di larghezza.

16. Portare la salsa a ebollizione.

17. Versare la salsa sui piatti e mettere le fettine di petto di pollo sulla salsa.

18. Servire caldo.",,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'eggs-dairy', 'dietary', 'low-carb', 'low-in-something', 'main-dish', 'meat', 'poultry', 'chicken', 'chicken-breasts', 'occasion', 'low-sodium', 'cuisine', 'vegetables', 'european', 'taste-mood', 'savory', 'cheese', 'romantic', 'seasonal', 'spring', 'peppers', 'irish']",4127,
"

Petto di pollo al formaggio bleu",":

Ingredienti:

- 2 fette di petto di pollo

- 1 cucchiaio di salsa Chunky Blue Cheese di Renee's

- Pan grattato

- Olio per spruzzare

Procedimento:

1. Preriscalda il forno a 375° con il ripiano al centro.

2. Spruzza una teglia da forno con l'olio (io preferisco l'olio d'oliva) e poi disponi le fette di pollo in una teglia rettangolare di 8 "".

3. Spalma un cucchiaio di salsa Chunky Blue Cheese di Renee's su ogni fetta di petto, assicurandoti di coprire bene l'intero pezzo di carne.

4. Spolvera ogni fetta di pollo con il pan grattato in modo da ricoprirlo leggermente.

5. Inforna per 20-30 minuti fino a quando i petti di pollo sono cotti e il pan grattato comincia a dorarsi.

6. Servire e gustare!",,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', '60-minutes-or-less', 'main-dish', 'easy', 'meat', 'poultry', 'chicken', 'high-protein', 'high-in-something', 'chicken-breasts', 'occasion', 'oven', 'dinner-party', 'cuisine', '5-ingredients-or-less', 'north-american', 'taste-mood', 'savory', 'presentation', 'beginner-cook', 'served-hot', 'roast']",953,
"

Pollo al Bourbon al Forno con Aglio","

Ingredienti: 

- Pollo 
- Salsa di soia/Marinata 
- Olio 
- Sale 
- Pepe

Procedimento:

1. Prendi il pollo e marinalo con la salsa di soia e dell'olio per almeno un paio d'ore. 

2. Preriscalda il forno a 350 °F

3. Copri con carta da forno una teglia piatta, e distribuisci sopra il pollo a pelle rivolta su

4. Inforna per circa 45 minuti, controllando che sia pronto prima di servirlo.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-HKetsCCM8uNruft7ooVw5cOm.png?st=2023-01-24T18%3A29%3A56Z&se=2023-01-24T20%3A29%3A56Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A11%3A52Z&ske=2023-01-25T15%3A11%3A52Z&sks=b&skv=2021-08-06&sig=p1Xd8avg1QJXvDmkFdnPIhuHIKeL7Qf4Qbau85RTE58%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'lunch', 'main-dish', 'easy', 'meat', 'poultry', 'chicken', 'high-protein', 'high-in-something', '4-hours-or-less', 'occasion', 'dinner-party', '3-steps-or-less', 'brunch']",460,
"

Marinata per Souvlaki di Pollo","

Ingredienti:
- 500g di petto di pollo a cubetti
- 2 cucchiai di burro fuso
- 2 cucchiai di senape
- 2 cucchiai di miele
- 1 cucchiaino di sale
- 1 cucchiaino di Pepe

Ricetta:
1. Mettere tutti gli ingredienti in una busta di plastica con zip e scuoterli bene.
2. Lasciare marinare per 20-30 minuti.
3. Dopo questo tempo, mettere in una piastra da grill ben calda e cuocere i cubetti di pollo fino a quando non sono più rosa.
4. Girare spesso ed evitare che si bruci.
5. Servire caldo.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-u4lqGhsAStDHy0ak4ruBGVTo.png?st=2023-01-24T18%3A29%3A57Z&se=2023-01-24T20%3A29%3A57Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T17%3A15%3A07Z&ske=2023-01-25T17%3A15%3A07Z&sks=b&skv=2021-08-06&sig=VGtFJBESnHT2LukNEhmvVdrv2eLCUTyf7TdEo8OknAs%3D,"['30-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'easy', 'meat', 'poultry', 'chicken', 'high-protein', 'high-in-something', 'chicken-breasts', 'grilling', '3-steps-or-less']",1810,
"

Pollo alla griglia aromatizzato con erbe aromatiche",":

- 2 cucchiai di prezzemolo tritato
- 2 cucchiai di rosmarino tritato
- 2 spicchi d'aglio tritati
- 2 cucchiaini di origano secco
- 1/4 di tazza di olio d'oliva
- 4 petti di pollo

Preparazione:

1. In una ciotola piccola mescolare il prezzemolo, il rosmarino, l'aglio e l'origano.

2. Unire l'olio d'oliva alla miscela di erbe.

3. Mescolare bene e spalmare il composto sulle entrambi lati dei petti di pollo.

4. Scaldare una griglia antiaderente a medio-alto calore.

5. Adagiarvi i petti di pollo e lasciarli cuocere finché non diventano ben dorati.

6. Trasferire i petti di pollo su un tagliere e lasciare riposare per 5 minuti prima di tagliarli a fette lungo una diagonale.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-EY2cu2FZP52tauxTXZGOD22y.png?st=2023-01-24T18%3A30%3A00Z&se=2023-01-24T20%3A30%3A00Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T18%3A50%3A50Z&ske=2023-01-25T18%3A50%3A50Z&sks=b&skv=2021-08-06&sig=MsbLUaLeWjFpGsSz6kLfKIYVyfEOVgENSm5op1tPDLE%3D,"['time-to-make', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'easy', 'meat', 'poultry', 'chicken', 'high-protein', 'high-in-something', 'chicken-breasts', 'occasion', 'low-saturated-fat', '15-minutes-or-less', 'healthy', 'taste-mood', 'savory', 'seasonal', 'summer']",8775,
"

Pollo alla Peggy"," necessari:

Ingredienti:
- 1 pollo di medie dimensioni
- 2 cucchiai di burro
- 2 cucchiai di olio d'oliva
- 2 spicchi d'aglio tritati
- 1/2 cucchiaino di pepe
- 1/4 cucchiaino di sale
- 1/4 cucchiaino di paprika
- 2 cucchiai di sherry caldo
- 2 cucchiai di prezzemolo tritato
- 1 cucchiaio di senape di dijon
- 2 tazze di riso bollito

Procedimento:

1. Tagliare il pollo a dadini di circa 2,5 cm.

2. In una padella antiaderente grande o in una wok, scaldare il burro e l'olio d'oliva a fuoco medio-alto.

3. Unire il pollo e l'aglio tritato e far rosolare, mescolando spesso, fino a quando il pollo diventa dorato.

4. Aggiungere tutti gli altri ingredienti, ridurre il calore a basso, mescolare e far cuocere continuamente fino a quando la salsa è leggera e calda.

5. Servire con il riso bollito. Si può anche provare a servire con la pasta.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-A6Pg8Y299gvcx5c6lG9PRX9l.png?st=2023-01-24T18%3A30%3A01Z&se=2023-01-24T20%3A30%3A01Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T18%3A18%3A36Z&ske=2023-01-25T18%3A18%3A36Z&sks=b&skv=2021-08-06&sig=2dvOdUC2szHg3PjF1314H1K9/kM7jC5/ghPIC0ojgJs%3D,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings', 'main-dish', 'easy', 'meat', 'poultry', 'chicken', 'chicken-breasts', 'occasion', 'cuisine', 'low-calorie', 'north-american', 'kid-friendly', 'taste-mood', 'beginner-cook', 'comfort-food', 'one-dish-meal', 'toddler-friendly', 'canadian']",1538,
"

Poll",":

Ingredienti:
- 1 Habanero,
- 2 cucchiai di olio extravergine d'oliva
- 1 cucchiaio di aceto
- 2 spicchi d'aglio
- 1 cucchiaino di sale
- 2 rametti di cilantro tritati
- 1/4 di tazza di succo di lime
- 4 cosce di pollo
- 1 cipolla affettata

Preparazione:

1. Preriscalda il forno a 400°F.

2. Metti l'Habanero su una teglia da forno e cuoci per 10-15 minuti o finché non diventa morbido.

3. Metti l'Habanero, l'olio extravergine d'oliva, l'aceto, l'aglio, il sale, il cilantro tritato e il succo di lime in un robot da cucina e processa fino a ottenere una miscela ben omogenea.

4. Metti le cosce di pollo in una ciotola e versa la marinata sopra. Copri e riponi in frigorifero per almeno 2 ore.

5. Quando sei pronto per cuocere, preriscalda il forno a 400°F.

6. Metti le cosce di pollo in una teglia da forno o in una teglia resistente al calore. Versa la marinata sopra e adagia la cipolla affettata intorno alle cosce di pollo.

7. Cuoci nel forno preriscaldato per 35-40 minuti o finché le cosce di pollo non saranno ben cotte e dorate.

8. Trasferisci le cosce di pollo in un piatto da portata e versa la salsa sopra. Servi caldo.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-1ZN9or1hq1DoyKGJDTIkbLge.png?st=2023-01-24T18%3A30%3A03Z&se=2023-01-24T20%3A30%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T15%3A45%3A30Z&ske=2023-01-25T15%3A45%3A30Z&sks=b&skv=2021-08-06&sig=FezVkIrIlpP05srlWnFFhaJnJwwsOjeMvnXz8fIerHo%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'main-dish', 'meat', 'poultry', 'chicken', '4-hours-or-less']",6628,
"

Cacofonia",":

Ingredienti:

- Petto di pollo disidratato
- Cipolle verdi tritate
- Olio di sesamo
- Salsa di soia
- Sale
- Olio di arachidi
- Riso

Preparazione:

1. Disponi i pezzetti di pollo in una teglia di piccole dimensioni, quindi copri con le cipolle tritate.

2. In una ciotola mescola l'olio di sesamo, la salsa di soia e il sale.

3. Versa questo condimento sui pezzi di pollo e sullle cipolle.

4. Scalda l'olio di arachidi fino a quando arriva a bollore, quindi versa sopra il pollo e le cipolle in modo che tutti gli ingredienti siano ricoperti.

5. Cuoci in forno per circa 15-20 minuti finché il pollo non è ben cotto.

6. Servi caldo su di un letto di riso.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-1vs3tRyQtFrbAy8e9ms9pZ0r.png?st=2023-01-24T18%3A30%3A06Z&se=2023-01-24T20%3A30%3A06Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A58%3A09Z&ske=2023-01-25T16%3A58%3A09Z&sks=b&skv=2021-08-06&sig=MCvf1NbFY1vp5Vrw8ffUD%2BcCSeuyVBoSh3Icvu92hPE%3D,"['time-to-make', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'meat', 'poultry', 'chicken', '15-minutes-or-less']",5717,
"

Riempimento del tacchino verde","

Ingredienti:
- 2 cucchiai d'olio d'oliva
- 1 cipolla
- 2 spicchi d'aglio
- 500 g di macinato di manzo o di tacchino
- Salsa taco
- 2 cucchiai d'acqua
- Sale q.b. 

Preparazione:
1. In una grande padella, scaldare l'olio d'oliva a fuoco medio fino a quando sarà ben caldo. 
2. Aggiungere la cipolla e l'aglio nell'olio d'oliva e far soffriggere fino a quando la cipolla diventerà trasparente.
3. Aggiungere il macinato di carne e la salsa taco nella padella, quindi aggiungere 2 cucchiai d'acqua. 
4. Portare a ebollizione mescolando occasionalmente per evitare che si attacchi. 
5. Cuocere per 5 minuti in più o fino a quando il liquido sarà ridotto.
6. Aggiungere il sale a piacere. 
7. Servire.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-1ge5WQ0xQjFsw4Q7jP0TmMdV.png?st=2023-01-24T18%3A30%3A09Z&se=2023-01-24T20%3A30%3A09Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A26%3A06Z&ske=2023-01-25T16%3A26%3A06Z&sks=b&skv=2021-08-06&sig=11jVbqEO9uwQEybnkFbw/mk3KZYN8vVZVRP8p3UpCNg%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'stove-top', 'dietary', 'low-carb', 'low-in-something', 'equipment', 'number-of-servings', 'main-dish', 'beef', 'easy', 'inexpensive', 'ground-beef', 'meat', 'poultry', 'low-sodium', 'cuisine', '15-minutes-or-less', 'north-american', 'kid-friendly', 'beginner-cook', 'oamc-freezer-make-ahead', 'salads', 'mexican']",3729,
"

Cosce di pollo brasate in vino bianco"," necessari:

- 2 cosce di pollo
- 1 cucchiaino di sale
- 1 cucchiaino di pepe
- 2 spicchi d'aglio tritato
- 1/3 di tazza di vino bianco
- 1 cucchiaio di timo fresco
- 1 fetta di limone
- 2 cucchiai di burro
- 2 cucchiai di prezzemolo fresco tritato
- 1 cucchiaino di succo di limone

Preparazione:

1. Prendi una padella di 12 pollici con un coperchio ermetico e adagia le cosce di pollo con la parte delle ossa rivolta verso l'alto.

2. Aggiungi il sale e il pepe e poi l'aglio tritato, il vino bianco e il timo fresco.

3. Portare a ebollizione, quindi abbassare la fiamma e far cuocere a fuoco lento coperto per circa 30 minuti.

4. Girare le cosce, adagiando una fetta di limone su ogni pezzo, e continuare la cottura a fuoco lento, coperto fino a quando le cosce non saranno tenere (circa 15 minuti).

5. Trasferire le cosce di pollo e le fette di limone in un vassoio e vari a ricoprirle ermeticamente con la carta alluminio per mantenerle al caldo.

6. Portare a ebollizione il liquido rimasto in padella e ridurre il rago fino a raggiungere 1/2 tazza di liquido (circa 5 minuti).

7. Togliere la padella dal fuoco e aggiungere il burro, il prezzemolo fresco tritato e il succo di limone. Mescolare bene finché il burro non sarà completamente sciolto e la salsa non risulterà liscia.

8. Aggiustare di sale e pepe, quindi servire le cosce di pollo calde con la salsa.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-ZxarcOLOegTU676CXmCmAH08.png?st=2023-01-24T18%3A30%3A12Z&se=2023-01-24T20%3A30%3A12Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A27%3A07Z&ske=2023-01-25T16%3A27%3A07Z&sks=b&skv=2021-08-06&sig=L6uiBN1s4tle3r0xIGdI7CmnX1YiCHxNSvBQUj/GwSE%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'main-dish', 'inexpensive', 'meat', 'poultry', 'chicken', '4-hours-or-less', 'low-sodium', 'low-calorie', 'chicken-thighs-legs']",1024,
"

Pollo arrosto al aglio",":

- 1 pollo intero 
- 10 teste di aglio 
- Prezzemolo fresco 
- 1 carota 
- 1 sedano 
- Sale 
- Pepe 
- Paprica 

Istruzioni: 

1. Preriscalda il forno a 400 gradi F. 
2. Sciacqua e asciuga il pollo con cura. 
3. Taglia la parte superiore delle teste d'aglio. 
4. Separa i chicchi e getta i gusci di carta. Non sbucciare i chicchi. 
5. Metti dieci chicchi di aglio nella cavità del pollo. 
6. Trita finemente il prezzemolo e tieni da parte un cucchiaio.  
7. Metti il restante prezzemolo nella cavità del pollo. 
8. Condisci il pollo esternamente con sale, pepe e paprica. 
9. Trita grossolanamente la carota e il sedano e mettile in una teglia da forno. 
10. Adagia il pollo sulle verdure e copri la teglia. 
11. Cuoci il pollo per circa 1 ora e 15 minuti. 
12. Togli il coperchio e continua la cottura per 15-30 minuti fino a quando, infilando un termometro nella parte più carnosa della coscia, i succhi siano limpidi. 
13. Togli il pollo dal forno e avvolgilo in un foglio di alluminio per 10 minuti. 
14. Nel frattempo, togli i chicchi d'aglio dal pollo. 
15. Prendi circa 10-12 chicchi d'aglio e sfrega la polpa su un piatto. 
16. Passa attraverso un setaccio i succhi della teglia di cottura e uniscili all'aglio schiacciato in una pentola. 
17. Porta a ebollizione mescolando. 
18. Mescola il prezzemolo tritato finemente tenuto da parte prima della cottura e lascia sobbollire per alcuni minuti. 
19. Taglia il pollo a fette e servilo con la salsa.",https://oaidalleapiprodscus.blob.core.windows.net/private/org-hap0lN10kL9bXjWOfqoYjjLj/user-YOcc0IgubtOlOoHDlRtoiOs1/img-qDkafAReR69K0v9rphnCK8DG.png?st=2023-01-24T18%3A30%3A13Z&se=2023-01-24T20%3A30%3A13Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-01-24T16%3A00%3A09Z&ske=2023-01-25T16%3A00%3A09Z&sks=b&skv=2021-08-06&sig=KOd6I8pobAlZJ%2Br6hs0COUn6YRPIVPtjAgKGl1bZ224%3D,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'dietary', 'low-carb', 'low-in-something', 'main-dish', 'meat', 'poultry', 'chicken', '4-hours-or-less', 'occasion', 'dinner-party', 'low-sodium', 'cuisine', 'north-american', 'american', 'taste-mood', 'comfort-food', 'whole-chicken']",6561,
